customerid,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,trips_cat20725,trips_cat22720,trips_catpost,trips_cat23203,trips_cat22383,mode_category,tgt
18077,4,959.48,762,123,33,239.87,30.75,0,0,0,0,0,0,0,0,0,0,0,22301,0
18092,5,4043.68,2346,140,16,808.736,28,0,0,0,4,0,0,0,0,0,0,0,22699,0
18094,6,2512.58,2254,156,11,418.763333333333,26,0,1,0,0,0,0,0,0,0,1,0,21175,1
18097,4,1349.27,891,104,30,337.3175,26,0,0,0,0,0,2,0,0,0,0,0,72351,0
18102,34,131661.19,30693,162,2,3872.38794117648,4.76470588235294,0,1,0,0,0,0,0,2,0,0,0,82484,0
18109,16,3564.34,3097,178,2,222.77125,11.125,0,0,3,0,0,0,0,5,0,0,0,85066,0
18118,14,2106.04,1076,175,7,150.431428571429,12.5,0,6,6,0,4,0,6,2,0,0,4,85099,0
18142,4,1014.9,1273,64,81,253.725,16,0,0,0,0,0,0,0,0,0,0,0,22149,1
18144,6,1318.3,560,149,8,219.716666666667,24.8333333333333,0,0,0,0,2,3,0,0,0,0,0,84879,0
18171,5,731.06,246,139,29,146.212,27.8,0,0,0,0,3,3,0,0,0,0,0,84879,0
18172,14,4071.01,1664,149,8,290.786428571429,10.6428571428571,0,0,6,0,1,3,0,0,0,4,0,85123,0
18177,5,841.52,460,75,87,168.304,15,0,2,0,0,0,0,2,0,0,2,2,85099,0
18178,4,939.46,692,126,43,234.865,31.5,0,1,0,0,0,0,1,0,0,0,1,84755,1
18180,4,1206.36,916,62,10,301.59,15.5,0,0,0,1,0,0,0,0,0,0,0,84029,0
18198,13,2953.37,2210,167,1,227.182307692308,12.8461538461538,0,0,0,0,0,0,0,0,0,0,0,22178,0
18204,4,1979.3,1198,121,1,494.825,30.25,0,0,0,2,0,0,0,0,0,0,0,85049,1
18219,5,882.76,409,85,79,176.552,17,0,0,2,1,0,2,0,0,0,0,0,84978,0
18221,4,698.56,444,95,45,174.64,23.75,0,0,0,2,2,1,0,0,0,0,0,47566,0
18223,11,1805.95,753,133,2,164.177272727273,12.0909090909091,0,5,0,0,3,2,0,4,0,0,0,85099,0
18225,7,2744.5,1532,131,2,392.071428571428,18.7142857142857,0,4,1,0,0,0,0,3,0,4,0,85099,0
18226,9,3870.4,2567,165,7,430.044444444444,18.3333333333333,0,4,1,0,6,0,6,0,0,1,5,47566,0
18229,11,4118.56,1714,169,0,374.414545454545,15.3636363636364,0,0,0,0,0,0,3,0,0,0,6,23209,0
18230,4,1681.54,818,158,24,420.385,39.5,0,0,0,0,0,0,0,0,0,0,0,82582,0
18232,5,582.47,299,115,11,116.494,23,0,0,0,0,0,0,0,0,0,0,0,23298,1
18236,5,773.74,339,160,9,154.748,32,0,0,0,0,0,0,0,0,0,0,0,23298,0
18241,14,1628.92,840,143,4,116.351428571429,10.2142857142857,0,2,3,0,2,0,0,0,0,0,0,85014,0
18242,4,2232.49,1017,141,2,558.1225,35.25,0,0,0,1,2,2,0,1,0,0,0,84879,1
18245,4,867.9,711,62,79,216.975,15.5,0,0,1,0,1,0,0,1,0,0,0,84970,0
18248,4,783.02,501,72,43,195.755,18,0,0,1,0,0,0,0,0,0,0,0,21314,1
18257,5,1150.47,579,92,44,230.094,18.4,0,1,1,1,0,0,1,1,0,2,0,23199,0
18260,4,1276.73,632,67,102,319.1825,16.75,0,0,0,1,2,2,0,0,0,0,0,47590,1
18272,5,2092.65,1459,133,43,418.53,26.6,0,0,0,0,0,0,0,1,0,0,0,84997,0
18283,7,802.77,555,136,25,114.681428571429,19.4285714285714,0,6,3,0,0,0,6,0,0,4,6,85099,0
